benchmark,reward,walltime,commandline
benchmark://cbench-v1/bitcount,1.0022123893805308,3.726600170135498,opt -mem2reg -instcombine -gvn-hoist -bdce -newgvn -sroa -sroa -aggressive-instcombine -sroa -sroa -newgvn -sroa -callsite-splitting -sroa -simplifycfg -sroa -aggressive-instcombine -callsite-splitting -ipsccp -instcombine -sroa -early-cse-memssa -attributor -gvn-hoist -instcombine -sroa -early-cse-memssa -early-cse-memssa -gvn-hoist -sroa -sroa -insert-gcov-profiling -sroa input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.9778761061946903,2.978147506713867,opt -mem2reg -ipsccp -simplifycfg -functionattrs -sroa -sroa -sroa -sroa -loop-vectorize -sroa -instcombine -sroa -memcpyopt -early-cse-memssa -sroa -dce -aggressive-instcombine -gvn-hoist -gvn-hoist -early-cse-memssa -aggressive-instcombine -early-cse-memssa -reassociate -functionattrs -sroa -sroa -sroa -sroa -sroa input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.8783185840707964,3.675459623336792,opt -mem2reg -loop-unswitch -aggressive-instcombine -early-cse-memssa -sroa -sroa -early-cse-memssa -ee-instrument -sroa -gvn-hoist -sroa -sroa -sroa -gvn-hoist -sroa -simplifycfg -sroa -aggressive-instcombine -aggressive-instcombine -newgvn -sroa -newgvn -aggressive-instcombine -newgvn -sroa -sroa -gvn-hoist -sroa -early-cse-memssa -sroa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.9977876106194689,3.545419216156006,opt -mem2reg -newgvn -early-cse-memssa -simplifycfg -partially-inline-libcalls -instcombine -simplifycfg -instcombine -simplifycfg -instcombine -early-cse-memssa -simplifycfg -instcombine -jump-threading -deadargelim -simplifycfg -instcombine -instcombine -sroa -sroa -functionattrs -newgvn -simplifycfg -strip-dead-prototypes -sroa -simplifycfg -callsite-splitting -aggressive-instcombine -aggressive-instcombine -newgvn -indvars -instcombine -sroa -ipsccp -bdce -sroa -functionattrs -early-cse-memssa -sroa -simplifycfg -aggressive-instcombine -sroa -partially-inline-libcalls -sroa -aggressive-instcombine -sroa -sroa -sroa -aggressive-instcombine -instcombine -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bitcount,1.002212389380531,3.653102159500122,opt -mem2reg -sroa -instcombine -sroa -simplifycfg -simplifycfg -gvn-hoist -sroa -aggressive-instcombine -die -die -simplifycfg -instcombine -jump-threading -early-cse-memssa -aggressive-instcombine -sroa -sroa -early-cse-memssa -simplifycfg -pgo-memop-opt -instcombine -simplifycfg -sroa -simplifycfg -sroa input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.997787610619469,2.823779582977295,opt -mem2reg -elim-avail-extern -sroa -sroa -sroa -sroa -sroa -sroa -alignment-from-assumptions -sroa -instnamer -insert-gcov-profiling -gvn-hoist -early-cse-memssa -simplifycfg -aggressive-instcombine -gvn-hoist -gvn-hoist -sroa -newgvn -early-cse-memssa -sroa -early-cse-memssa -loop-simplify -sroa -simplifycfg -instsimplify -sroa -early-cse-memssa -instcombine -early-cse-memssa -early-cse-memssa -die -newgvn -early-cse-memssa -instcombine -sroa -instcombine -newgvn -sroa -sroa input.bc -o output.bc
benchmark://cbench-v1/bitcount,1.0022123893805313,3.1520049571990967,opt -mem2reg -sroa -reassociate -aggressive-instcombine -sroa -early-cse-memssa -sroa -aggressive-instcombine -instcombine -gvn-hoist -gvn-hoist -sroa -lower-constant-intrinsics -instcombine -loop-simplifycfg -barrier -sroa -separate-const-offset-from-gep -early-cse-memssa -newgvn -instcombine -sroa -simplifycfg -loweratomic -instcombine -early-cse-memssa -sroa -aggressive-instcombine -aggressive-instcombine -sroa -gvn-hoist -aggressive-instcombine -simplifycfg -early-cse -sroa -name-anon-globals -gvn-hoist input.bc -o output.bc
benchmark://cbench-v1/bitcount,1.0022123893805308,3.1208083629608154,opt -mem2reg -ipsccp -early-cse-memssa -sroa -early-cse-memssa -sroa -aggressive-instcombine -gvn-hoist -sroa -newgvn -instcombine -sroa -mem2reg -slp-vectorizer -instsimplify -simplifycfg -sroa -sroa -sroa -instcombine -sroa -sroa -early-cse-memssa -loweratomic -aggressive-instcombine -insert-gcov-profiling -sroa -early-cse -sroa -instcombine -bdce -elim-avail-extern -early-cse-memssa -gvn-hoist -sroa -sroa -early-cse-memssa -newgvn -instcombine -callsite-splitting -sroa -sroa -reassociate input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.9134860050890585,3.9924325942993164,opt -instcombine -early-cse-memssa -name-anon-globals -aggressive-instcombine -sroa -loop-simplify -aggressive-instcombine -aggressive-instcombine -early-cse-memssa -partially-inline-libcalls -newgvn -sroa -gvn-hoist -loop-predication -sroa -sroa -coro-early -sroa -sroa -loweratomic -sroa -sroa -insert-gcov-profiling -sroa input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.9440203562340966,2.9614417552948,opt -sroa -instcombine -newgvn -sroa -sroa -sroa -aggressive-instcombine -early-cse -aggressive-instcombine -loop-guard-widening -newgvn -sroa -sroa -sroa -aggressive-instcombine -instsimplify -sroa -instcombine -reassociate -early-cse-memssa -sroa -instcombine -instcombine -sroa -sroa -sroa -sroa -sroa -aggressive-instcombine -sroa -instcombine input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.9552162849872775,3.6888320446014404,opt -instcombine -sroa -early-cse-memssa -insert-gcov-profiling -aggressive-instcombine -partially-inline-libcalls -licm -sroa -early-cse-memssa -loop-unroll-and-jam -early-cse-memssa -simplifycfg -simplifycfg -gvn-hoist -early-cse-memssa -sroa -early-cse-memssa -aggressive-instcombine -early-cse-memssa -early-cse-memssa -sroa -partially-inline-libcalls -sroa -simplifycfg -gvn-hoist -sroa -elim-avail-extern -sroa input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.872264631043257,2.689842939376831,opt -bdce -aggressive-instcombine -ipsccp -callsite-splitting -simplifycfg -mem2reg -aggressive-instcombine -sroa -indvars -early-cse-memssa -aggressive-instcombine -sroa -sroa -early-cse-memssa -sroa -sroa -aggressive-instcombine -functionattrs -aggressive-instcombine -aggressive-instcombine -sroa -loweratomic -aggressive-instcombine -sroa -flattencfg input.bc -o output.bc
benchmark://cbench-v1/blowfish,1.0005089058524173,4.339635372161865,opt -early-cse-memssa -aggressive-instcombine -loop-guard-widening -sroa -gvn-hoist -early-cse-memssa -name-anon-globals -sroa -aggressive-instcombine -gvn-hoist -instcombine -newgvn -early-cse-memssa -prune-eh -simplifycfg -early-cse -early-cse-memssa -irce -early-cse-memssa -sroa -callsite-splitting -sroa -simplifycfg -gvn-hoist -indvars -gvn-hoist -loop-sink -instcombine -reassociate -gvn-hoist -simple-loop-unswitch -ipsccp -sroa -sroa -early-cse-memssa -aggressive-instcombine -jump-threading -strip-nondebug -sroa -attributor -sroa -functionattrs -early-cse-memssa -early-cse-memssa -gvn-hoist -instcombine -bdce -sroa -sroa -early-cse-memssa -sroa -sroa -instcombine -early-cse-memssa -sroa -instcombine -sroa -sroa -sroa -callsite-splitting -insert-gcov-profiling -early-cse-memssa -loop-sink -early-cse-memssa -early-cse-memssa -gvn-hoist -sroa -aggressive-instcombine -aggressive-instcombine -sroa -always-inline -sroa -early-cse-memssa -sroa -early-cse-memssa -functionattrs -gvn-hoist -sroa -instcombine -early-cse-memssa -sroa -instcombine -aggressive-instcombine -sroa -scalarizer -sroa -instcombine -lowerinvoke -indvars -simplifycfg -newgvn -slp-vectorizer -aggressive-instcombine -callsite-splitting -instcombine -insert-gcov-profiling -aggressive-instcombine -early-cse -sroa -sroa -gvn-hoist -sroa input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.926208651399491,3.283421039581299,opt -sroa -sroa -sroa -sroa -early-cse-memssa -instcombine -aggressive-instcombine -sroa -sroa -globalsplit -aggressive-instcombine -early-cse-memssa -aggressive-instcombine -newgvn -early-cse-memssa -barrier -instcombine -loweratomic -break-crit-edges -aggressive-instcombine -lower-constant-intrinsics -sroa -instcombine input.bc -o output.bc
benchmark://cbench-v1/blowfish,1.0020356234096692,4.070968151092529,opt -aggressive-instcombine -load-store-vectorizer -indvars -flattencfg -ipsccp -pgo-memop-opt -callsite-splitting -sroa -sroa -simplifycfg -early-cse-memssa -gvn-hoist -sroa -early-cse -sroa -early-cse-memssa -newgvn -insert-gcov-profiling -gvn-hoist -instcombine -early-cse-memssa -early-cse-memssa -newgvn -gvn-hoist -aggressive-instcombine -sroa -slp-vectorizer -sroa -sroa -instcombine -early-cse-memssa -sroa -early-cse-memssa -sroa -sroa -lower-constant-intrinsics -aggressive-instcombine -lower-constant-intrinsics -early-cse-memssa -newgvn -instcombine -instcombine -instcombine -sroa -newgvn -aggressive-instcombine -callsite-splitting -gvn-hoist -insert-gcov-profiling -ipsccp -sroa -early-cse-memssa -simplifycfg -bdce -early-cse -aggressive-instcombine -sroa -aggressive-instcombine -sroa -sroa -gvn-hoist -sroa -sroa -gvn-hoist input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.9806615776081425,2.8787553310394287,opt -sroa -sroa -gvn-hoist -sroa -sroa -instsimplify -early-cse-memssa -instcombine -sroa -simple-loop-unswitch -simplifycfg -instcombine -simplifycfg -callsite-splitting -sroa -instcombine -sroa -die -sroa -redundant-dbg-inst-elim -early-cse-memssa -early-cse-memssa -mergefunc -functionattrs -sroa -sroa -loop-unroll-and-jam -jump-threading -gvn-hoist -early-cse-memssa -sroa -sroa -callsite-splitting -aggressive-instcombine -aggressive-instcombine -sroa -sroa -sroa -sroa -aggressive-instcombine -sroa input.bc -o output.bc
benchmark://cbench-v1/blowfish,1.0010178117048347,4.262433767318726,opt -simplifycfg -mem2reg -sroa -sroa -sroa -reassociate -early-cse-memssa -loweratomic -instcombine -loweratomic -early-cse-memssa -simplifycfg -early-cse-memssa -functionattrs -sroa -instcombine -sroa -sroa -ipsccp -reassociate -ipsccp -aggressive-instcombine -early-cse-memssa -die -instcombine -early-cse -early-cse-memssa -simplifycfg -instcombine -functionattrs -sroa -aggressive-instcombine -loop-fusion -jump-threading -gvn-hoist -speculative-execution -sroa -coro-split -reassociate -early-cse-memssa -sroa -instcombine -bdce -instcombine -aggressive-instcombine -callsite-splitting -newgvn -loop-load-elim -sroa -sroa -sroa -sroa -sroa -early-cse-memssa -callsite-splitting -sroa -sroa -gvn-hoist -sroa -sancov -early-cse-memssa -early-cse-memssa -instcombine -gvn-hoist -sroa -correlated-propagation -sroa -sroa -instcombine -simplifycfg -sroa -loop-sink -sroa -sroa -scalarizer -sroa -instcombine -aggressive-instcombine -sroa -reassociate -sroa -newgvn -sroa -sroa -newgvn -sroa -early-cse-memssa -loop-load-elim -sroa -early-cse-memssa -gvn-hoist -sroa -sroa -sroa -newgvn -sroa -sroa -dce -sroa -aggressive-instcombine -sccp -early-cse-memssa -coro-split -early-cse -aggressive-instcombine -sroa -sroa -sroa -callsite-splitting -sroa -gvn-hoist -sroa -sroa input.bc -o output.bc
benchmark://cbench-v1/blowfish,1.0111959287531809,3.0172500610351562,opt -slsr -sroa -sroa -aggressive-instcombine -gvn-hoist -partial-inliner -simplifycfg -simplifycfg -elim-avail-extern -simple-loop-unswitch -bdce -aggressive-instcombine -sroa -sroa -sroa -simplifycfg -simplifycfg -sroa -sroa -instcombine -early-cse-memssa -rewrite-statepoints-for-gc -early-cse-memssa -mergefunc -nary-reassociate -early-cse -aggressive-instcombine -simplifycfg -load-store-vectorizer -aggressive-instcombine -loweratomic -sroa -aggressive-instcombine -instcombine -early-cse -instcombine -sroa -aggressive-instcombine -sroa -sroa -sroa -sroa -sroa -aggressive-instcombine -sroa -sroa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1558350257772223,5.273086071014404,opt -sroa -instcombine -gvn-hoist -sroa -simplifycfg -instsimplify -sroa -instcombine -early-cse-memssa -mergeicmps -sroa -instcombine -die -loop-simplifycfg -sroa -callsite-splitting -instcombine -slp-vectorizer -mergefunc -sroa -sroa -instcombine -sroa -cross-dso-cfi -gvn-hoist -newgvn -sroa -aggressive-instcombine -early-cse-memssa -jump-threading -early-cse-memssa -indvars -instcombine -early-cse-memssa -aggressive-instcombine -sroa -gvn-hoist -sroa -aggressive-instcombine -aggressive-instcombine -die -newgvn -sroa -instcombine -sroa -instcombine -early-cse-memssa -aggressive-instcombine -always-inline -early-cse-memssa -sroa -instcombine -sroa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.172863615060147,4.2573864459991455,opt -instcombine -gvn-hoist -sroa -mergefunc -sroa -early-cse-memssa -simplifycfg -loweratomic -simplifycfg -sroa -early-cse-memssa -simplifycfg -instcombine -instcombine -partially-inline-libcalls -reassociate -newgvn -sroa -sroa -sroa -sroa -sroa -instcombine -early-cse-memssa -early-cse-memssa -sroa -aggressive-instcombine -simplifycfg -instcombine -sroa -early-cse-memssa -sroa -sroa -cross-dso-cfi -sroa -gvn-hoist -early-cse-memssa -early-cse-memssa -aggressive-instcombine -simplifycfg -coro-cleanup -sroa -sroa -simplifycfg -ipsccp -sroa -slp-vectorizer -sroa -sroa -sroa -simplifycfg -instcombine -simplifycfg -aggressive-instcombine -instcombine -sroa -sroa -sroa -early-cse-memssa -aggressive-instcombine -instcombine -early-cse-memssa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.2027808154975785,5.078443765640259,opt -instcombine -sroa -newgvn -sroa -ipsccp -aggressive-instcombine -aggressive-instcombine -sroa -inject-tli-mappings -instcombine -sancov -sroa -aggressive-instcombine -simplifycfg -sroa -sroa -sroa -loop-load-elim -gvn-hoist -newgvn -early-cse-memssa -loop-load-elim -callsite-splitting -simplifycfg -simplifycfg -deadargelim -early-cse-memssa -early-cse -sroa -instcombine -gvn-hoist -nary-reassociate -functionattrs -early-cse-memssa -aggressive-instcombine -simplifycfg -instcombine -sroa -sroa -jump-threading -instcombine -sroa -sroa -insert-gcov-profiling -gvn-hoist -sroa -aggressive-instcombine -sroa -sroa -coro-cleanup -gvn-hoist -sroa -gvn-hoist -gvn-hoist -aggressive-instcombine -aggressive-instcombine input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1756756756756759,4.376471281051636,opt -functionattrs -gvn-hoist -bdce -simplifycfg -newgvn -instcombine -sroa -instnamer -gvn-hoist -aggressive-instcombine -sroa -early-cse-memssa -sroa -newgvn -inject-tli-mappings -simplifycfg -early-cse-memssa -instcombine -sroa -newgvn -sroa -bdce -sroa -aggressive-instcombine -sroa -sroa -gvn-hoist -newgvn -instcombine -sroa -instcombine -sroa -early-cse -sroa -sroa -sroa -newgvn -loweratomic -gvn-hoist -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1593501015466336,6.700742721557617,opt -early-cse-memssa -sroa -sroa -aggressive-instcombine -sroa -instcombine -instcombine -barrier -sroa -early-cse-memssa -sroa -sroa -gvn-hoist -aggressive-instcombine -aggressive-instcombine -sroa -instcombine -sroa -sroa -sroa -early-cse-memssa -gvn-hoist -gvn-hoist -newgvn -early-cse-memssa -mergereturn -gvn-hoist -simplifycfg -sroa -sroa -early-cse-memssa -name-anon-globals -sroa -sroa -sroa -sroa -early-cse-memssa -callsite-splitting -sroa -sroa -gvn-hoist -sroa -instcombine -early-cse-memssa -callsite-splitting -sroa -alignment-from-assumptions -sroa -sroa -aggressive-instcombine -simplifycfg -instcombine -sroa -gvn-hoist -loweratomic -gvn-hoist -loop-sink -aggressive-instcombine -sroa -rpo-functionattrs -sroa -instcombine -newgvn -instcombine -ipsccp -early-cse-memssa -early-cse-memssa -die -gvn-hoist -loop-reduce -instcombine -early-cse-memssa -gvn-hoist -simplifycfg -early-cse-memssa -early-cse-memssa -instcombine -sroa -early-cse-memssa -instcombine -sroa -instcombine -functionattrs -sroa -early-cse-memssa -aggressive-instcombine -sroa -early-cse-memssa -ipsccp -instcombine -sroa -sroa -gvn-hoist -early-cse-memssa -add-discriminators -sroa -instcombine -sroa -early-cse-memssa -sroa -sroa -callsite-splitting -sroa -simplifycfg -loop-vectorize -alignment-from-assumptions -sroa -instcombine -sroa -early-cse-memssa -simplifycfg -sroa -sroa -sroa -sroa -sroa -sroa -newgvn -sroa -callsite-splitting -instcombine -sroa -functionattrs -sroa -sroa -sroa -sroa -simplifycfg -instcombine input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.0849867208248711,4.303050518035889,opt -sroa -aggressive-instcombine -gvn-hoist -sancov -aggressive-instcombine -sroa -sroa -gvn-hoist -reassociate -sroa -newgvn -early-cse-memssa -sroa -early-cse-memssa -sroa -instcombine -newgvn -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -sroa -instcombine -functionattrs -sroa -deadargelim -sroa -sroa -bdce -sroa -early-cse -sroa -sroa -newgvn -sroa -die -deadargelim -aggressive-instcombine -functionattrs -sroa -always-inline -aggressive-instcombine -sroa -newgvn -instcombine -gvn-hoist -sroa -instcombine -sroa -instcombine -sroa -always-inline -argpromotion -sroa -sroa -sroa -sroa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1685674113419782,6.756476163864136,opt -sroa -bdce -sroa -sroa -gvn-hoist -gvn-hoist -sroa -gvn-hoist -sroa -loweratomic -instcombine -callsite-splitting -aggressive-instcombine -sroa -early-cse-memssa -slp-vectorizer -instcombine -sroa -aggressive-instcombine -newgvn -reassociate -callsite-splitting -prune-eh -early-cse-memssa -instcombine -sroa -sroa -newgvn -newgvn -aggressive-instcombine -mergeicmps -sroa -newgvn -sroa -newgvn -instcombine -sroa -early-cse-memssa -early-cse-memssa -early-cse-memssa -early-cse-memssa -sroa -sroa -sccp -simplifycfg -early-cse-memssa -bdce -sancov -early-cse-memssa -gvn-hoist -sroa -gvn-hoist -alignment-from-assumptions -sroa -sroa -reassociate -guard-widening -sroa -early-cse-memssa -gvn-hoist -instcombine -sroa -sroa -newgvn -early-cse -aggressive-instcombine -simplifycfg -instcombine -newgvn -simplifycfg -aggressive-instcombine -aggressive-instcombine -early-cse-memssa -gvn-hoist -functionattrs -sroa -simplifycfg -nary-reassociate -sroa -early-cse-memssa -sroa -instcombine -early-cse-memssa -ipsccp -newgvn -jump-threading -early-cse-memssa -sroa -instcombine -sroa -gvn-hoist -callsite-splitting -sroa -sroa -sroa -sroa -sroa -aggressive-instcombine -sancov -sroa -gvn-hoist -loop-guard-widening input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1720043743165132,4.687389135360718,opt -instcombine -argpromotion -newgvn -newgvn -sroa -early-cse-memssa -simplifycfg -instcombine -load-store-vectorizer -early-cse-memssa -sroa -early-cse-memssa -ipsccp -sroa -load-store-vectorizer -loweratomic -aggressive-instcombine -newgvn -instcombine -sroa -early-cse-memssa -callsite-splitting -sroa -early-cse-memssa -sroa -memcpyopt -sroa -bdce -gvn-hoist -early-cse-memssa -simplifycfg -newgvn -argpromotion -newgvn -gvn-hoist -instcombine -instcombine -attributor -gvn-hoist -newgvn -gvn-hoist -gvn-hoist -gvn-hoist -newgvn -sroa -sroa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1526324011873141,4.947263717651367,opt -early-cse-memssa -sroa -aggressive-instcombine -aggressive-instcombine -early-cse-memssa -sroa -simplifycfg -instcombine -die -sroa -loop-unswitch -gvn-hoist -sroa -reassociate -early-cse-memssa -sroa -simplifycfg -loop-instsimplify -instcombine -sroa -sroa -sroa -scalarizer -coro-cleanup -aggressive-instcombine -sroa -sroa -sroa -gvn-hoist -sroa -sroa -early-cse-memssa -early-cse-memssa -partially-inline-libcalls -instcombine -early-cse-memssa -cross-dso-cfi -instcombine -aggressive-instcombine -sccp -sroa -gvn-hoist -sroa input.bc -o output.bc
benchmark://cbench-v1/bzip2,1.1745820965474147,5.080528497695923,opt -sroa -sroa -callsite-splitting -sroa -sroa -instcombine -gvn-hoist -simplifycfg -gvn-hoist -gvn-hoist -simplifycfg -instcombine -sroa -sroa -early-cse-memssa -loweratomic -instcombine -aggressive-instcombine -instcombine -instcombine -gvn-hoist -sroa -loop-sink -aggressive-instcombine -tailcallelim -aggressive-instcombine -loweratomic -partially-inline-libcalls -sroa -newgvn -argpromotion -simplifycfg -sroa -instcombine -sroa -instcombine -sroa -sroa -newgvn -strip-debug-declare -sroa -bdce -loweratomic -aggressive-instcombine -bdce -sroa -early-cse-memssa -gvn-hoist -sroa -sroa -simplifycfg -instcombine -simplifycfg -sroa -aggressive-instcombine -newgvn -gvn-hoist -instcombine -instcombine -sroa -simplifycfg -callsite-splitting -instcombine -jump-threading -sroa -early-cse-memssa -instcombine -callsite-splitting -name-anon-globals -simplifycfg -early-cse-memssa -sroa -sroa -coro-cleanup -sroa -instcombine -lower-constant-intrinsics -sroa -early-cse -early-cse-memssa -early-cse-memssa input.bc -o output.bc
benchmark://cbench-v1/crc32,1.0,3.7172842025756836,opt -mem2reg -newgvn -sroa -early-cse-memssa -early-cse -instcombine -reassociate -simplifycfg -gvn-hoist -instcombine -instcombine -sroa -sroa -mergeicmps -sroa -instcombine -coro-cleanup -functionattrs -instcombine input.bc -o output.bc
benchmark://cbench-v1/crc32,1.0,2.8515753746032715,opt -mem2reg -elim-avail-extern -div-rem-pairs -loweratomic -dce -sroa -mergereturn -sroa -instcombine -die -sroa -sroa -early-cse-memssa -instcombine -loweratomic -simplifycfg -aggressive-instcombine -instcombine -sroa -insert-gcov-profiling -sroa -lower-constant-intrinsics -simplifycfg -sccp -early-cse-memssa -redundant-dbg-inst-elim -newgvn input.bc -o output.bc
benchmark://cbench-v1/crc32,1.0,3.8276426792144775,opt -mem2reg -mergefunc -sroa -ipsccp -simplifycfg -instcombine -sroa -sroa -aggressive-instcombine -simplifycfg -sroa -sroa -sroa -newgvn -argpromotion -sroa -instcombine -sroa -sroa -simplifycfg -coro-cleanup -loop-instsimplify -simplifycfg -early-cse-memssa -sroa -sroa -sroa -sroa -inferattrs -called-value-propagation -simplifycfg -coro-elide -sroa -instcombine -always-inline input.bc -o output.bc
